gene_id	TCGA-BH-A0AY-01A-21R-A00Z-07	gene_id	TCGA-BH-A0AY-11A-23R-A089-07
CYB5R1	1892.6554	CYB5R1	1337.3913
CYB5R2	111.256	CYB5R2	226.9565
CYB5R3	5033.0291	CYB5R3	6448.6957
CYB5R4	140.8083	CYB5R4	225.6522
CYB5RL	45.6323	CYB5RL	76.5217
CYBASC3	1433.7245	CYBASC3	935.6522
CYBA	1744.4589	CYBA	600.8696
CYBB	1442.4163	CYBB	737.3913
CYBRD1	4275.967	CYBRD1	14886.9565
CYC1	3551.4993	CYC1	1144.7826
CYCS	2016.9492	CYCS	1420
CYFIP1	3756.193	CYFIP1	3659.1304
CYFIP2	938.2877	CYFIP2	330.8696
CYGB	485.0065	CYGB	956.087
CYHR1	1987.8314	CYHR1	498.2609
CYLD	738.3746	CYLD	1304.3478
CYP11A1	17.8183	CYP11A1	56.5217
CYP19A1	8.2573	CYP19A1	6.5217
CYP1A1	87.3533	CYP1A1	292.1739
CYP1B1	1406.3451	CYP1B1	1887.8261
CYP20A1	595.3933	CYP20A1	638.6957
CYP21A2	147.6836	CYP21A2	257.987
removed	removed	CYP24A1	7.3913
CYP26A1	33.4637	CYP26A1	20
CYP26B1	77.7923	CYP26B1	537.3913
CYP27A1	734.4633	CYP27A1	696.9565
CYP27B1	41.2864	CYP27B1	12.6087
CYP27C1	6.5189	CYP27C1	21.3043
CYP2A6	40.8518	CYP2A6	276.087
CYP2A7	57.3664	CYP2A7	111.7391
removed	removed	CYP2B6	6.9565
CYP2B7P1	4119.9478	CYP2B7P1	224.3478
CYP2D6	41.2864	CYP2D6	12.1739
removed	removed	CYP2D7P1	9.5652
CYP2E1	65.1934	CYP2E1	33.8174
CYP2F1	6.5189	removed	removed
CYP2J2	128.6397	CYP2J2	215.6522
CYP2R1	218.166	CYP2R1	265.2174
CYP2S1	69.1004	CYP2S1	52.6087
CYP2U1	322.4685	CYP2U1	682.6087
CYP39A1	76.0539	CYP39A1	245.6522
removed	removed	CYP3A5	21.2783
CYP46A1	11.734	CYP46A1	45.2174
CYP4B1	91.2647	CYP4B1	229.5652
CYP4F11	15.2108	CYP4F11	214.3478
removed	removed	CYP4F12	48.2609
CYP4F22	8.2573	CYP4F22	86.9565
removed	removed	CYP4F3	51.3043
removed	removed	CYP4F8	12.6087
CYP4V2	363.3203	CYP4V2	1272.1739
CYP4X1	1986.9622	CYP4X1	3674.3478
CYP4Z1	2085.615	CYP4Z1	562.1739
CYP4Z2P	693.6115	CYP4Z2P	54.3478
CYP51A1	1002.6076	CYP51A1	1266.5217
CYP7B1	81.7036	CYP7B1	143.0435
removed	removed	CYP8B1	11.3043
CYR61	6569.7523	CYR61	10541.7391
CYS1	235.1152	CYS1	200.8696
CYSLTR1	29.987	CYSLTR1	76.9565
CYSLTR2	16.9492	CYSLTR2	29.1304
CYTH1	809.2134	CYTH1	811.3043
CYTH2	1431.5515	CYTH2	1349.5652
CYTH3	810.0826	CYTH3	1400.4348
CYTH4	329.422	CYTH4	272.6087
CYTIP	196.0017	CYTIP	316.5217
CYTL1	39.9826	CYTL1	173.4783
CYTSA	1153.8462	CYTSA	2064.7826
CYTSB	200.3477	CYTSB	387.3913
CYYR1	409.3872	CYYR1	1825.6522
D2HGDH	211.2125	D2HGDH	227.3913
D4S234E	13.4724	D4S234E	358.6957
DAAM1	839.2003	DAAM1	976.9565
DAAM2	408.5354	DAAM2	1278.5174
DAB2IP	1604.9544	DAB2IP	2469.1304
DAB2	2786.6145	DAB2	2522.6087
DACH1	79.5306	DACH1	410.8696
removed	removed	DACH2	6.087
DACT1	821.8166	DACT1	298.6957
DACT2	20.4259	DACT2	100
DACT3	195.1326	DACT3	151.3043
DAD1	2896.1321	DAD1	2564.7826
DAG1	4300.7388	DAG1	3593.0435
DAGLA	129.0743	DAGLA	232.6087
DAGLB	472.4033	DAGLB	346.5217
DAK	1041.721	DAK	501.7391
DALRD3	1362.6163	DALRD3	561.6
removed	removed	DAND5	7.3913
DAP3	3670.578	DAP3	1795.6522
DAPK1	403.3029	DAPK1	388.6957
DAPK2	201.2169	DAPK2	423.0435
DAPK3	881.3559	DAPK3	618.6957
removed	removed	DAPL1	44.7826
DAPP1	89.0917	DAPP1	155.6522
DAP	3022.5989	DAP	2761.7391
DARC	1421.1213	DARC	3659.5652
DARS2	700.1304	DARS2	308.2609
DARS	1051.2821	DARS	1792.6087
DAXX	1262.9292	DAXX	1293.0435
DAZAP1	1589.7436	DAZAP1	1083.913
DAZAP2	5816.6015	DAZAP2	6732.6087
removed	removed	DBC1	94.7826
DBF4B	52.1512	DBF4B	89.1304
DBF4	122.99	DBF4	113.4435
DBH	11.734	removed	removed
DBI	3797.4794	DBI	3090.8696
DBN1	3418.0791	DBN1	1523.4783
DBNDD1	860.93	DBNDD1	191.7391
DBNDD2	773.3029	DBNDD2	860.6217
DBNL	3297.2621	DBNL	1546.9565
DBP	204.6197	DBP	314.6217
DBR1	328.1182	DBR1	335.6522
DBT	646.2408	DBT	753.913
DBX2	5.2151	DBX2	28.2609
DCAF10	3243.3724	DCAF10	1096.9565
DCAF11	1713.1682	DCAF11	1588.6957
DCAF12	1999.5654	DCAF12	1182.1739
DCAF13	2600.904	DCAF13	575.1696
DCAF15	293.7853	DCAF15	370.8696
DCAF16	846.5884	DCAF16	868.2609
DCAF17	300.3042	DCAF17	490.4348
DCAF4	293.7853	DCAF4	234.3478
DCAF5	1604.5198	DCAF5	1796.5217
DCAF6	1910.9083	DCAF6	1925.2174
DCAF7	3400.2608	DCAF7	2003.4783
DCAF8	2401.1299	DCAF8	2393.9348
DCAKD	704.0417	DCAKD	916.9565
DCBLD1	208.1704	DCBLD1	232.213
DCBLD2	421.9904	DCBLD2	1092.1739
removed	removed	DCDC2	1001.787
removed	removed	DCD	94.3478
DCHS1	1097.349	DCHS1	1655.6522
DCHS2	10.4302	DCHS2	73.0435
DCI	1670.1434	DCI	578.2609
DCK	422.425	DCK	417.8261
DCLK1	258.5832	DCLK1	991.3043
DCLK2	138.6354	DCLK2	106.087
DCLK3	21.7297	DCLK3	5.2174
DCLRE1A	379.8349	DCLRE1A	338.2609
DCLRE1B	315.9496	DCLRE1B	258.2609
DCLRE1C	167.7532	DCLRE1C	276.5217
DCN	20422.8596	DCN	59400.4348
DCP1A	633.6375	DCP1A	1139.1304
DCP1B	367.2316	DCP1B	379.1304
DCP2	635.8105	DCP2	959.5652
DCPS	497.1751	DCPS	264.7826
DCST2	10.4302	DCST2	20
DCTD	1418.5137	DCTD	1590.8696
DCTN1	4510.6475	DCTN1	3741.5565
DCTN2	2043.4594	DCTN2	2377.3913
DCTN3	1001.3038	DCTN3	734.3478
DCTN4	1385.9192	DCTN4	1773.913
DCTN5	1992.1773	DCTN5	997.3913
DCTN6	524.1199	DCTN6	676.5217
DCTPP1	2035.6367	DCTPP1	552.587
DCUN1D1	328.5528	DCUN1D1	477.3913
DCUN1D2	176.0104	DCUN1D2	254.3478
DCUN1D3	204.6936	DCUN1D3	391.3043
DCUN1D4	606.6927	DCUN1D4	910.8696
DCUN1D5	601.043	DCUN1D5	283.913
DCXR	2546.7188	DCXR	651.7391
removed	removed	DCX	26.9565
DDA1	848.3268	DDA1	486.9565
DDAH1	1007.8227	DDAH1	1051.7391
DDAH2	1897.0013	DDAH2	2023.4783
DDB1	7960.0174	DDB1	5173.4783
DDB2	346.3711	DDB2	700
DDHD1	187.7445	DDHD1	439.1304
DDHD2	1426.771	DDHD2	1485.6522
DDI2	101.3777	DDI2	113.2174
DDIT3	156.0322	DDIT3	373.5522
DDIT4L	17.8183	DDIT4L	78.6957
DDIT4	2721.8601	DDIT4	5690.4348
DDOST	4429.3785	DDOST	3532.6087
DDO	14.7762	DDO	98.6957
DDR1	7695.3498	DDR1	3946.087
DDR2	291.6123	DDR2	1140.4348
DDRGK1	1316.3842	DDRGK1	770.8696
DDTL	201.2951	DDTL	102.2826
DDT	452.3381	DDT	563.0783
DDX10	588.0052	DDX10	686.087
DDX11	122.99	DDX11	59.5652
DDX12	38.6788	DDX12	46.9565
DDX17	6469.7957	DDX17	13456.9565
DDX18	1335.0717	DDX18	1782.6087
DDX19A	724.033	DDX19A	981.3043
DDX19B	504.385	DDX19B	868.8261
DDX1	2195.1326	DDX1	2460.4348
DDX20	342.8944	DDX20	464.3478
DDX21	2155.5845	DDX21	1563.4783
DDX23	2259.4524	DDX23	2228.2609
DDX24	2391.1343	DDX24	3826.9565
DDX26B	62.1469	DDX26B	242.6087
DDX27	1225.9887	DDX27	933.4783
DDX28	212.5163	DDX28	222.6087
DDX31	335.9409	DDX31	266.9565
DDX39	819.6436	DDX39	376.9565
DDX3X	5747.9357	DDX3X	9636.9565
DDX41	1086.0495	DDX41	806.5217
DDX42	3509.7784	DDX42	3547.8261
DDX46	1268.1443	DDX46	1476.087
DDX47	833.116	DDX47	1026.5217
DDX49	996.9578	DDX49	510.4348
DDX50	932.2034	DDX50	1176.087
DDX51	279.4437	DDX51	476.9565
DDX52	286.3972	DDX52	497.3913
DDX54	1356.997	DDX54	1059.1304
DDX55	387.6575	DDX55	377.8261
DDX56	2110.3868	DDX56	1065.6522
DDX58	865.276	DDX58	731.7391
DDX59	451.1082	DDX59	483.913
DDX5	10498.0443	DDX5	13786.087
DDX60L	510.6475	DDX60L	547.3913
DDX60	693.6115	DDX60	830.8696
DDX6	4205.5628	DDX6	3959.5652
DEAF1	360.2781	DEAF1	422.6087
DECR1	3023.4681	DECR1	1385.2174
DECR2	515.8627	DECR2	256.087
DEDD2	392.4381	DEDD2	385.2174
DEDD	1123.8592	DEDD	829.8174
DEF6	383.7462	DEF6	294.7826
DEF8	459.8001	DEF8	621.7391
DEFB132	33.8983	DEFB132	152.6087
DEFB1	12.1686	DEFB1	107.8261
DEGS1	2870.4911	DEGS1	2142.1739
DEGS2	977.4011	DEGS2	339.1304
DEK	2148.631	DEK	2464.3478
DEM1	126.0322	DEM1	152.1739
DENND1A	852.6728	DENND1A	571.7391
DENND1B	132.1165	DENND1B	110
DENND1C	186.4407	DENND1C	123.0435
DENND2A	81.269	DENND2A	377.3913
DENND2C	7.9965	DENND2C	72.0304
DENND2D	684.9196	DENND2D	563.913
DENND3	432.4207	DENND3	557.3913
DENND4A	289.4394	DENND4A	516.087
DENND4B	698.8266	DENND4B	573.8826
DENND4C	876.1408	DENND4C	1986.9565
DENND5A	1196.0017	DENND5A	2537.3913
DENND5B	153.8462	DENND5B	458.2609
DENR	1351.5863	DENR	1305.2174
DEPDC1B	73.4463	DEPDC1B	12.1739
DEPDC1	143.4159	DEPDC1	17.3913
removed	removed	DEPDC4	5.2174
DEPDC5	117.7749	DEPDC5	304.7826
DEPDC6	847.4576	DEPDC6	810.8696
DEPDC7	22.5989	DEPDC7	11.7391
DERA	359.409	DERA	433.913
DERL1	4710.126	DERL1	1996.5217
DERL2	488.0487	DERL2	567.8261
DERL3	215.993	DERL3	433.0435
DES	166.884	DES	831.3043
DET1	108.6484	DET1	221.7391
DEXI	648.4137	DEXI	576.5217
DFFA	489.787	DFFA	409.5652
DFFB	89.9609	DFFB	132.1739
DFNA5	257.714	DFNA5	310.8696
DFNB31	365.9279	DFNB31	251.3043
DFNB59	6.5189	DFNB59	32.6087
DGAT1	1846.545	DGAT1	743.0087
DGAT2	1059.5393	DGAT2	8392.1739
DGCR11	40.4172	DGCR11	28.2609
DGCR14	343.329	DGCR14	301.7391
DGCR2	3110.3868	DGCR2	2768.2609
DGCR6L	664.0591	DGCR6L	398.2609
DGCR6	445.8931	DGCR6	626.9565
DGCR8	641.4602	DGCR8	645.6522
DGKA	257.2794	DGKA	481.7391
removed	removed	DGKB	9.1304
DGKD	601.043	DGKD	622.6087
DGKE	88.2225	DGKE	296.9565
DGKG	16.5146	DGKG	36.087
DGKH	56.4972	DGKH	29.1304
DGKI	6.9535	DGKI	8.2609
DGKQ	411.5602	DGKQ	207.3913
DGKZ	1322.0339	DGKZ	520.8696
DGUOK	625.8149	DGUOK	606.9565
DHCR24	8488.0487	DHCR24	11690.8696
DHCR7	1338.5485	DHCR7	652.6087
DHDDS	804.8674	DHDDS	1337.8261
DHDH	6.5189	DHDH	9.5652
DHDPSL	6.9535	DHDPSL	47.8217
DHFRL1	184.7023	DHFRL1	412.1739
DHFR	522.4294	DHFR	389.0565
DHH	9.5611	DHH	13.0435
DHODH	78.2269	DHODH	147.8261
DHPS	560.3955	DHPS	691.3043
DHRS11	100.8257	DHRS11	279.1304
DHRS12	194.2634	DHRS12	350.8696
DHRS13	61.5472	DHRS13	118.5087
DHRS1	880.9213	DHRS1	750
removed	removed	DHRS2	86.087
DHRS3	1301.608	DHRS3	1781.3043
DHRS4L1	9.1265	DHRS4L1	5.6522
DHRS4L2	303.0726	DHRS4L2	345.713
DHRS4	396.5015	DHRS4	581.7261
DHRS7B	360.2781	DHRS7B	672.6087
DHRS7	1524.5545	DHRS7	1384.3478
DHRS9	53.455	DHRS9	70
DHRSX	499.7827	DHRSX	273.0435
removed	removed	DHTKD1	816.087
DHX15	2491.96	DHX15	2487.3913
DHX16	735.3325	DHX16	810.8696
DHX29	1101.6949	DHX29	1041.3043
DHX30	1325.0761	DHX30	1391.7391
DHX32	998.9222	DHX32	931.5696
DHX33	183.8331	DHX33	325.2174
DHX34	288.5702	DHX34	275.6522
DHX35	183.3985	DHX35	300.8696
DHX36	467.1882	DHX36	1004.3478
DHX37	368.97	DHX37	389.5652
DHX38	811.8209	DHX38	1286.5217
DHX40P1	25.2064	removed	removed
DHX40	1208.605	DHX40	1664.3478
DHX57	500.6519	DHX57	612.1739
DHX58	181.2256	DHX58	290
DHX8	760.9735	DHX8	1310.8696
DHX9	4734.8979	DHX9	4038.6957
DIABLO	887.5619	DIABLO	724.2391
DIAPH1	2736.2017	DIAPH1	2665.6522
removed	removed	DIAPH2	373.913
DIAPH3	77.7923	DIAPH3	36.087
DICER1	1116.0365	DICER1	1488.6957
DIDO1	1681.8774	DIDO1	1756.5217
DIMT1L	278.1399	DIMT1L	504.3478
DIO1	454.585	DIO1	64.7826
DIO2	188.1791	DIO2	108.2609
DIO3	19.1221	DIO3	17.8261
DIP2A	475.0109	DIP2A	753.0435
DIP2B	1518.0356	DIP2B	1321.7391
DIP2C	791.8296	DIP2C	1173.4783
DIRAS1	31.2907	DIRAS1	124.3478
removed	removed	DIRAS2	29.5652
DIRAS3	6.5189	DIRAS3	155.2174
DIRC1	13.907	removed	removed
DIRC2	306.3407	DIRC2	270.2478
DIRC3	19.1221	DIRC3	16.9565
DIS3L2	256.8449	DIS3L2	519.1304
DIS3L	581.0517	DIS3L	1002.6087
DIS3	550.4389	DIS3	1249.5609
DISC1	118.6441	DISC1	176.8087
DISP1	158.6267	DISP1	253.0435
DISP2	34.3329	DISP2	20.8696
DIXDC1	575.402	DIXDC1	2004.3478
DKC1	1837.462	DKC1	1054.3478
DKFZP586I1420	586.2668	DKFZP586I1420	280
DKFZP686I15217	50.4129	DKFZP686I15217	66.9565
DKFZp686O24166	15.2108	DKFZp686O24166	15.6522
DKFZp761E198	242.5033	DKFZp761E198	301.3043
DKFZp779M0652	10.4302	DKFZp779M0652	13.913
DKK1	9.5611	DKK1	26.9565
DKK2	193.3942	DKK2	91.7391
DKK3	1165.1456	DKK3	3071.3043
removed	removed	DKK4	6.5217
DKKL1	8.6919	DKKL1	8.2609
DLAT	1183.3985	DLAT	863.4783
DLC1	1436.332	DLC1	3583.4783
DLD	1493.6984	DLD	1844.7826
removed	removed	DLEC1	9.1304
DLEU1	63.4507	DLEU1	52.1739
removed	removed	DLEU2L	10
DLEU2	29.1482	DLEU2	21.8652
DLEU7	6.0843	removed	removed
DLG1	1139.4872	DLG1	1480.4348
DLG2	95.6106	DLG2	107.8261
DLG3	1835.7236	DLG3	1024.3478
DLG4	154.2807	DLG4	280.9478
DLG5	2544.5458	DLG5	1753.0435
removed	removed	DLGAP1	41.3043
removed	removed	DLGAP2	15.6522
DLGAP3	18.2529	removed	removed
DLGAP4	2364.1895	DLGAP4	1471.7391
DLGAP5	227.2925	DLGAP5	14.3478
removed	removed	DLK1	16.9565
removed	removed	DLK2	100.4348
DLL1	66.4928	DLL1	276.087
DLL4	549.761	DLL4	1220.8696
DLST	2089.9609	DLST	2565.6522
removed	removed	DLX1	21.3043
removed	removed	DLX2	6.5217
DLX3	154.2807	DLX3	19.5652
DLX4	21.2951	removed	removed
DLX5	26.9448	DLX5	14.3478
DMAP1	422.8596	DMAP1	603.913
removed	removed	DMBT1	13.4783
DMBX1	6.9535	removed	removed
DMC1	17.3837	DMC1	16.5217
DMD	130.3781	DMD	1388.2609
DMGDH	11.2994	DMGDH	129.5652
DMKN	68.6658	DMKN	375.2174
DMPK	468.9266	DMPK	520.4348
DMRT2	19.9913	DMRT2	66.5217
DMRT3	26.9448	DMRT3	54.3478
removed	removed	DMRTA1	24.3478
removed	removed	DMRTC1B	20
DMRTC2	12.1686	removed	removed
DMTF1	681.0083	DMTF1	890.6565
DMWD	455.4542	DMWD	347.3913
DMXL1	464.5806	DMXL1	1230.4348
DMXL2	338.9831	DMXL2	399.1304
DNA2	47.3707	DNA2	40.4348
DNAH10	13.4724	DNAH10	23.4783
DNAH14	49.9783	DNAH14	52.1739
DNAH17	23.4681	DNAH17	35.2174
DNAH1	47.3707	DNAH1	148.6957
removed	removed	DNAH2	41.7391
removed	removed	DNAH3	5.6522
DNAH5	101.2603	DNAH5	257.3913
removed	removed	DNAH6	28.6957
DNAH7	19.1221	DNAH7	58.2609
removed	removed	DNAH9	39.1304
DNAI1	6.9535	DNAI1	19.1304
DNAJA1	5464.146	DNAJA1	2458.2609
DNAJA2	1255.9757	DNAJA2	1890.8696
DNAJA3	1985.2238	DNAJA3	819.5652
DNAJA4	1527.1621	DNAJA4	764.7826
DNAJB11	1119.5133	DNAJB11	941.7391
DNAJB12	1275.5324	DNAJB12	1347.8261
DNAJB14	223.8157	DNAJB14	371.3043
DNAJB1	3996.5233	DNAJB1	2802.6087
DNAJB2	2069.535	DNAJB2	1910.4348
DNAJB4	298.5658	DNAJB4	982.6087
DNAJB5	250.7605	DNAJB5	246.5217
DNAJB6	1974.7936	DNAJB6	1862.6087
DNAJB9	404.1721	DNAJB9	1160
DNAJC10	2123.4246	DNAJC10	2259.1304
DNAJC11	982.399	DNAJC11	848.9391
DNAJC12	68.2312	DNAJC12	166.9565
DNAJC13	1220.7736	DNAJC13	1490.4348
DNAJC14	1082.7727	DNAJC14	1048.2609
DNAJC15	503.694	DNAJC15	534.7826
DNAJC16	553.2377	DNAJC16	731.7391
DNAJC17	290.7432	DNAJC17	280.8696
DNAJC18	77.7923	DNAJC18	337.3913
DNAJC19	487.6141	DNAJC19	386.9565
DNAJC1	838.7658	DNAJC1	646.9565
DNAJC21	906.5624	DNAJC21	1093.913
DNAJC22	249.8914	DNAJC22	54.7826
DNAJC24	198.7527	DNAJC24	344.9565
DNAJC25	170.7953	DNAJC25	313.0435
DNAJC27	80.3998	DNAJC27	243.0435
DNAJC28	16.08	DNAJC28	29.5652
DNAJC2	829.2438	DNAJC2	517.2913
DNAJC30	588.8744	DNAJC30	330.8696
DNAJC3	1521.0778	DNAJC3	2656.087
DNAJC4	783.116	DNAJC4	444.4478
DNAJC5B	6.0843	removed	removed
DNAJC5	2194.698	DNAJC5	1399.1304
DNAJC6	67.7966	DNAJC6	84.7826
DNAJC7	1571.1777	DNAJC7	1450.9174
DNAJC8	1935.2455	DNAJC8	1887.3913
DNAJC9	831.3777	DNAJC9	570.6826
DNAL1	398.0878	DNAL1	558.2609
DNAL4	454.585	DNAL4	427.8261
DNALI1	929.1612	DNALI1	579.5652
DNASE1L1	524.6241	DNASE1L1	412.4
DNASE1L2	16.9492	removed	removed
DNASE1L3	11.2994	DNASE1L3	195.6522
DNASE1	98.6528	DNASE1	29.5652
DNASE2	1458.4963	DNASE2	1200.8696
DND1	77.8444	DND1	28.4174
removed	removed	DNER	26.087
DNHD1	59.1047	DNHD1	263.0435
DNLZ	150.3694	DNLZ	48.6957
DNM1L	1114.7327	DNM1L	1407.8261
removed	removed	DNM1P35	25.6522
DNM1	350.7171	DNM1	448.6957
DNM2	1707.2229	DNM2	1796.8435
DNM3	45.1977	DNM3	193.913
DNMBP	427.2056	DNMBP	934.987
DNMT1	1198.6093	DNMT1	1032.1739
DNMT3A	881.3559	DNMT3A	343.0435
DNMT3B	112.1252	DNMT3B	49.5652
DNPEP	1823.1204	DNPEP	1060.4348
DNTTIP1	557.1491	DNTTIP1	423.913
DNTTIP2	1397.2186	DNTTIP2	1453.0435
DOC2A	22.1643	DOC2A	7.087
DOC2B	6.5189	DOC2B	61.3043
DOCK10	276.8362	DOCK10	407.8261
DOCK11	487.1795	DOCK11	1208.2609
DOCK1	1370.2738	DOCK1	2673.0435
DOCK2	427.6402	DOCK2	250
removed	removed	DOCK3	10.4348
DOCK4	271.621	DOCK4	627.8261
DOCK5	83.442	DOCK5	206.5217
DOCK6	578.4442	DOCK6	1066.5217
DOCK7	627.5532	DOCK7	1263.4783
DOCK8	1191.4863	DOCK8	1033.913
DOCK9	776.6189	DOCK9	2467.3913
DOHH	218.6006	DOHH	123.913
DOK1	288.1356	DOK1	365.6522
DOK2	162.1034	DOK2	106.5217
DOK3	164.711	DOK3	66.087
DOK4	239.0265	DOK4	388.2609
DOK5	64.7545	DOK5	77.3913
DOK6	33.0291	DOK6	47.3913
DOK7	23.0335	DOK7	46.087
DOLK	478.4876	DOLK	398.6957
DOLPP1	532.8118	DOLPP1	285.6522
DOM3Z	185.6367	DOM3Z	255.9261
DONSON	292.1208	DONSON	116.787
DOPEY1	347.0013	DOPEY1	733.1174
DOPEY2	1746.1973	DOPEY2	601.7391
DOT1L	494.1069	DOT1L	286.9565
DPAGT1	1580.7562	DPAGT1	724.3478
DPCD	623.5072	DPCD	258.4783
DPEP2	55.628	DPEP2	45.2174
DPF2	1306.8231	DPF2	931.7391
removed	removed	DPF3	30
DPH1	417.8835	DPH1	513.7565
DPH2	400.2608	DPH2	361.3043
DPH3B	23.0335	DPH3B	30.8696
DPH3	563.2334	DPH3	759.1304
DPH5	595.0152	DPH5	423.0739
DPM1	554.5415	DPM1	572.6087
DPM2	1452.8466	DPM2	421.3043
DPM3	448.9352	DPM3	190.4348
DPP3	1275.0978	DPP3	434.3478
DPP4	463.7114	DPP4	526.5217
DPP6	10.8648	DPP6	32.6087
DPP7	2837.8966	DPP7	1181.7391
DPP8	357.236	DPP8	662.6087
DPP9	1367.2316	DPP9	787.8261
DPT	1674.9239	DPT	7822.6087
DPY19L1	677.9661	DPY19L1	564.3478
removed	removed	DPY19L2P1	17.3913
removed	removed	DPY19L2P2	25.2174
removed	removed	DPY19L2P4	160.4348
DPY19L2	10.8648	DPY19L2	133.4783
DPY19L3	215.993	DPY19L3	356.5217
DPY19L4	833.5506	DPY19L4	1026.9565
DPY30	574.9674	DPY30	433.8565
DPYD	475.8801	DPYD	1076.087
DPYSL2	1964.7979	DPYSL2	4958.6957
DPYSL3	6189.9174	DPYSL3	6117.8261
DPYSL4	5.2151	DPYSL4	10
DQX1	12.6032	removed	removed
DR1	1342.8944	DR1	1062.6087
DRAM1	706.2147	DRAM1	946.9565
DRAM2	1136.0278	DRAM2	1371.7391
DRAP1	2181.6601	DRAP1	700.8696
removed	removed	DRD1	8.6957
removed	removed	DRD2	37.8261
DRD4	10.4302	DRD4	5.2174
DRG1	1049.1091	DRG1	1065.6522
DRG2	428.0748	DRG2	602.6087
DRP2	14.3416	removed	removed
removed	removed	DSC1	62.5
DSC2	834.8544	DSC2	1284.3478
removed	removed	DSC3	1126.5217
DSCAML1	14.7762	DSCAML1	25.6522
DSCC1	159.4959	DSCC1	90.8696
DSCR3	987.8314	DSCR3	842.1739
DSCR6	15.2108	DSCR6	8.2609
DSEL	235.5498	DSEL	694.3478
DSE	767.7966	DSE	970.287
removed	removed	DSG1	93.913
DSG2	1633.203	DSG2	3997.7174
removed	removed	DSG3	193.0435
DSN1	475.4455	DSN1	286.9565
DSP	10370.7084	DSP	13230.4348
DSTN	10526.7275	DSTN	11297.3913
DSTYK	628.4224	DSTYK	917.8261
DST	1972.186	DST	21173.913
DTD1	261.6254	DTD1	489.5652
removed	removed	DTHD1	5.2174
DTL	393.7419	DTL	67.8261
DTNA	69.1004	DTNA	279.1304
DTNBP1	374.1851	DTNBP1	323.0435
DTNB	689.2655	DTNB	495.2174
DTWD1	201.2169	DTWD1	552.1739
DTWD2	193.8288	DTWD2	205.2174
DTX1	103.8679	DTX1	518.6957
DTX2	538.0269	DTX2	291.3043
DTX3L	1430.3781	DTX3L	1144.2957
DTX3	176.0104	DTX3	544.7826
DTX4	1003.4767	DTX4	493.0435
DTYMK	453.7158	DTYMK	270.8696
DULLARD	1840.0695	DULLARD	1717.8261
DUOX1	15.2108	DUOX1	206.9565
removed	removed	DUOX2	40
removed	removed	DUOXA1	22.1739
removed	removed	DUOXA2	6.5217
DUS1L	1757.4967	DUS1L	832.1739
DUS2L	188.1791	DUS2L	162.6087
DUS3L	137.7662	DUS3L	170.8696
DUS4L	105.6888	DUS4L	144.4087
DUSP10	236.4189	DUSP10	590.4348
DUSP11	378.0965	DUSP11	459.5652
DUSP12	228.5963	DUSP12	230
DUSP14	390.2651	DUSP14	549.5652
DUSP15	53.455	DUSP15	21.7391
DUSP16	1340.2868	DUSP16	2365.6522
DUSP18	94.9891	DUSP18	118.213
DUSP19	49.1091	DUSP19	137.3913
DUSP1	5648.8483	DUSP1	15263.4783
DUSP22	762.7119	DUSP22	1041.3043
DUSP23	786.6145	DUSP23	399.5652
removed	removed	DUSP26	7.8261
removed	removed	DUSP27	19.1304
DUSP28	72.1425	DUSP28	63.4783
DUSP2	193.3942	DUSP2	229.1304
DUSP3	1504.9978	DUSP3	1996.9565
DUSP4	1305.0847	DUSP4	1120.8696
DUSP5P	69.1004	removed	removed
DUSP5	3523.2508	DUSP5	1462.1739
DUSP6	991.3081	DUSP6	4209.5652
DUSP7	458.0617	DUSP7	560.8696
DUSP8	222.512	DUSP8	318.6957
DUSP9	11.2994	DUSP9	23.4783
DUT	937.488	DUT	872.3696
DVL1	1018.6875	DVL1	596.5217
DVL2	380.704	DVL2	598.6957
DVL3	2360.2781	DVL3	1601.7391
DYM	895.2629	DYM	817.3913
DYNC1H1	8200.7823	DYNC1H1	9644.3478
DYNC1I1	9.5611	DYNC1I1	58.2609
DYNC1I2	2281.6167	DYNC1I2	2080.4348
DYNC1LI1	807.9096	DYNC1LI1	835.2174
DYNC1LI2	2142.9813	DYNC1LI2	3979.5652
DYNC2H1	315.0804	DYNC2H1	747.8261
DYNC2LI1	368.97	DYNC2LI1	436.9565
DYNLL1	6314.6458	DYNLL1	2784.7826
DYNLL2	696.6536	DYNLL2	1683.913
DYNLRB1	2666.2321	DYNLRB1	1366.9565
removed	removed	DYNLRB2	15.2174
DYNLT1	2933.0726	DYNLT1	876.9565
DYNLT3	634.5067	DYNLT3	956.5217
DYRK1A	1404.6067	DYRK1A	2204.3478
DYRK1B	493.6984	DYRK1B	366.5217
DYRK2	763.1465	DYRK2	440
DYRK3	706.2147	DYRK3	270
DYRK4	310.2999	DYRK4	239.5652
DYSF	802.2599	DYSF	1103.913
DYX1C1	110.5041	DYX1C1	73.913
DZIP1L	41.2864	DZIP1L	118.2609
DZIP1	166.0148	DZIP1	374.0174
DZIP3	252.4989	DZIP3	433.913
E2F1	358.5398	E2F1	78.2609
E2F2	181.2256	E2F2	33.0435
E2F3	538.0269	E2F3	302.6087
E2F4	608.8657	E2F4	810.4348
E2F5	336.8144	E2F5	101.3478
E2F6	183.8331	E2F6	367.8261
E2F7	35.6367	E2F7	9.1304
E2F8	11.2994	E2F8	9.1304
