gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
FAM200A	241.9679	FAM200A	219.7518
FAM200B	229.2503	FAM200B	281.7994
FAM20A	156.9612	FAM20A	86.8666
FAM20B	1727.2423	FAM20B	2074.4571
FAM20C	2403.2798	FAM20C	738.3661
FAM21A	264.0562	FAM21A	456.5667
FAM21B	312.9183	FAM21B	611.6856
FAM21C	920.3481	FAM21C	1137.5388
FAM22A	24.7657	FAM22A	12.4095
FAM22D	36.4793	FAM22D	42.3164
FAM22F	5.6894	removed	removed
FAM24B	16.9244	removed	removed
FAM26E	275.7697	FAM26E	229.0589
FAM26F	98.3936	FAM26F	13.4436
FAM32A	1550.8701	FAM32A	801.4478
FAM35A	914.6586	FAM35A	420.3723
FAM35B2	77.3092	FAM35B2	41.8821
FAM35B	287.1486	FAM35B	133.9193
FAM36A	1152.9217	FAM36A	1087.4871
FAM38A	2629.324	FAM38A	367.5336
FAM38B	831.66	FAM38B	49.6381
FAM3A	573.2932	FAM3A	565.1499
FAM3B	20.415	removed	removed
FAM3C	1030.7898	FAM3C	683.5574
FAM40A	600.4016	FAM40A	561.0134
FAM40B	21.419	FAM40B	2224.4054
FAM41C	14.7256	removed	removed
FAM43A	122.49	FAM43A	339.1934
FAM43B	45.1807	FAM43B	80.6618
FAM45A	827.6439	FAM45A	374.3537
FAM45B	379.5181	FAM45B	207.3423
FAM46A	1902.2758	FAM46A	310.2378
FAM46B	378.1794	FAM46B	32.575
FAM46C	1081.3253	FAM46C	2311.272
FAM47E	102.1553	FAM47E	108.9762
FAM48A	711.1546	FAM48A	618.0403
FAM49A	81.3253	FAM49A	180.455
FAM49B	1099.7323	FAM49B	764.7363
FAM50A	1078.9826	FAM50A	938.9866
FAM50B	112.1151	FAM50B	678.3868
FAM53A	18.407	FAM53A	15.5119
FAM53B	548.9826	FAM53B	1650.9204
FAM53C	1669.344	FAM53C	3613.2368
FAM54A	6.6934	removed	removed
FAM54B	821.4123	FAM54B	5295.7756
FAM55C	401.9411	FAM55C	3842.9783
FAM57A	229.585	FAM57A	84.7983
FAM57B	36.4793	FAM57B	9.8242
FAM58A	312.249	FAM58A	301.9648
FAM59A	332.664	FAM59A	259.5657
FAM5B	5.6894	removed	removed
FAM60A	982.5971	FAM60A	82.7301
FAM63A	1034.4712	FAM63A	607.0321
FAM63B	847.7242	FAM63B	251.2927
FAM64A	9.3708	FAM64A	5.1706
FAM65A	1659.3039	FAM65A	1569.2865
FAM65B	61.9143	FAM65B	2044.4674
FAM65C	27.7778	FAM65C	25.8532
FAM66C	18.0723	FAM66C	6.2048
removed	removed	FAM66D	5.1706
FAM69A	314.257	FAM69A	414.1675
FAM69B	163.4839	FAM69B	165.8221
FAM69C	17.4029	FAM69C	17.0631
FAM70A	105.087	FAM70A	76.0083
FAM70B	104.4177	FAM70B	39.8139
FAM71D	17.0683	removed	removed
FAM71E1	18.5308	FAM71E1	31.1013
FAM71F1	24.0964	removed	removed
FAM71F2	34.8059	removed	removed
FAM72B	26.7738	FAM72B	7.2389
FAM72D	13.3869	FAM72D	5.1706
FAM73A	615.1272	FAM73A	802.999
FAM73B	452.4766	FAM73B	396.0703
FAM76A	268.0723	FAM76A	691.8304
FAM76B	233.9357	FAM76B	156.1531
FAM78A	216.5328	FAM78A	1546.5357
FAM78B	18.7416	FAM78B	97.2079
FAM7A3	11.3788	FAM7A3	7.2389
FAM81A	81.3253	FAM81A	22.7508
FAM81B	24.4311	removed	removed
FAM82A1	43.842	FAM82A1	92.0372
FAM82A2	1391.5663	FAM82A2	460.7032
FAM82B	424.6988	FAM82B	1911.0651
removed	removed	FAM83B	62.5646
FAM83D	14.3909	removed	removed
FAM83F	187.0817	removed	removed
FAM83G	170.9705	FAM83G	42.3992
FAM83H	1342.3695	removed	removed
FAM84A	277.7778	FAM84A	34.1262
FAM84B	2146.921	FAM84B	114.2709
FAM86A	403.0187	FAM86A	228.9917
FAM86B1	44.5114	FAM86B1	7.2389
FAM86B2	9.0361	removed	removed
FAM86C	197.1218	FAM86C	29.9897
FAM86D	17.4029	FAM86D	52.7404
FAM89A	72.6238	FAM89A	125.6463
FAM89B	720.2142	FAM89B	2483.454
FAM8A1	1267.7376	FAM8A1	1379.5243
FAM90A1	22.7577	removed	removed
FAM91A1	1615.1272	FAM91A1	287.4871
FAM92A1	57.2289	FAM92A1	206.3082
FAM96A	1506.3588	FAM96A	1120.9928
FAM96B	357.095	FAM96B	1402.7921
FAM98A	581.66	FAM98A	1891.4168
FAM98B	296.8541	FAM98B	422.4405
FAM98C	165.9973	FAM98C	42.9162
FANCA	51.1747	FANCA	11.4685
FANCB	9.3708	FANCB	6.7218
FANCC	158.9692	FANCC	129.7828
FANCD2	75.9705	FANCD2	9.8242
FANCE	55.2209	FANCE	322.1303
FANCF	126.8407	FANCF	74.4571
FANCG	160.9772	FANCG	52.7404
FANCI	150.7999	FANCI	26.9235
FANCL	117.2892	FANCL	189.4467
FANCM	89.3574	FANCM	246.6391
FANK1	114.1232	removed	removed
FAP	1659.3039	FAP	734.2296
FAR1	1584.0027	FAR1	1302.999
FAR2	84.2838	FAR2	67.7042
FARP1	4227.2423	FARP1	1086.3495
FARP2	426.0375	FARP2	286.4529
FARS2	199.7992	FARS2	370.7342
FARSA	1022.0884	FARSA	771.4581
FARSB	831.66	FARSB	1425.5429
FASLG	13.3869	removed	removed
FASN	7252.6774	FASN	401.758
FASTKD1	305.5556	FASTKD1	708.3764
FASTKD2	725.9036	FASTKD2	2307.1355
FASTKD3	154.2838	FASTKD3	195.4498
FASTKD5	427.8882	FASTKD5	1220.7859
FASTK	1335.0067	FASTK	2943.6401
FAS	314.257	FAS	127.1975
removed	removed	FAT1	824.7156
FAT2	28.1124	FAT2	17.0631
FAT3	32.7979	FAT3	15.5119
FAT4	647.2557	FAT4	882.1096
FATE1	51.8742	removed	removed
FAU	3321.2851	FAU	5041.365
FBF1	150.7932	FBF1	62.5801
FBLIM1	903.9491	FBLIM1	108.5832
FBLL1	21.419	removed	removed
FBLN1	10412.6506	FBLN1	3657.7042
FBLN2	3916.332	FBLN2	7065.667
FBLN5	1022.423	FBLN5	1268.8728
FBLN7	257.6975	FBLN7	86.8666
FBL	1087.3494	FBL	1083.7642
FBN1	12985.9438	FBN1	12281.2823
FBN2	783.4672	removed	removed
FBP1	5305.8902	FBP1	16.029
removed	removed	FBP2	11581.7115
FBRSL1	345.0469	FBRSL1	580.1448
FBRS	1817.6037	FBRS	891.9338
FBXL12	289.4913	FBXL12	293.6918
FBXL13	18.7416	removed	removed
FBXL14	835.3414	FBXL14	232.6784
FBXL15	110.1071	FBXL15	147.363
FBXL16	1641.5663	removed	removed
FBXL17	604.4177	FBXL17	3094.6225
FBXL18	613.1191	FBXL18	382.6267
FBXL19	412.3159	FBXL19	59.9793
FBXL20	165.6627	FBXL20	144.7777
FBXL22	111.9779	FBXL22	66.1841
FBXL2	182.3963	FBXL2	13.4436
FBXL3	2739.9598	FBXL3	1736.8149
FBXL4	339.6921	FBXL4	369.183
FBXL5	2178.7149	FBXL5	5404.8604
FBXL6	257.9451	FBXL6	76.5822
FBXL7	2306.5596	FBXL7	315.4085
FBXL8	53.4505	FBXL8	36.7787
FBXO10	320.6459	FBXO10	717.2027
FBXO11	1023.7617	FBXO11	1904.3433
FBXO15	17.4029	removed	removed
FBXO16	80.3213	removed	removed
FBXO17	101.071	FBXO17	71.8718
FBXO18	1174.0529	FBXO18	1125.6463
FBXO21	979.2503	FBXO21	2220.7859
FBXO22OS	74.8762	FBXO22OS	38.8676
FBXO22	521.5094	FBXO22	333.9349
FBXO24	7.2289	removed	removed
FBXO25	552.2088	FBXO25	528.9555
FBXO27	9.3708	FBXO27	7.7559
FBXO28	1755.3548	FBXO28	1494.3123
FBXO2	62.5837	FBXO2	7.7559
FBXO30	545.5154	FBXO30	1141.6753
FBXO31	470.5489	FBXO31	2171.6649
FBXO32	747.3226	FBXO32	7527.4043
FBXO33	200.8032	FBXO33	230.0931
FBXO34	1651.6064	FBXO34	1401.758
FBXO36	234.9398	FBXO36	24.302
FBXO38	1042.838	FBXO38	1243.5367
FBXO3	4449.1299	FBXO3	2977.7663
removed	removed	FBXO40	11378.4902
FBXO41	417.0013	FBXO41	10.3413
FBXO42	511.0442	FBXO42	1019.1313
FBXO44	297.1888	FBXO44	118.4074
FBXO45	808.5676	FBXO45	923.9917
FBXO46	398.2597	FBXO46	197.001
FBXO48	14.3909	FBXO48	109.1003
FBXO4	209.17	FBXO4	97.7249
FBXO5	68.9424	FBXO5	43.9504
FBXO6	307.5636	FBXO6	481.9028
FBXO7	2746.988	FBXO7	1010.3413
FBXO8	402.3092	FBXO8	225.6205
FBXO9	1247.6573	FBXO9	961.2203
FBXW11	2226.9076	FBXW11	2438.4695
FBXW2	2440.7631	FBXW2	1472.5957
FBXW4	1433.0656	FBXW4	1553.2575
FBXW5	1331.66	FBXW5	4313.3402
FBXW7	377.1754	FBXW7	1866.0807
FBXW8	285.1406	FBXW8	248.7073
FBXW9	155.4083	FBXW9	38.4126
removed	removed	FCAR	7.7559
FCER1A	44.1767	FCER1A	58.9452
FCER1G	1000	FCER1G	102.8956
FCF1	971.2182	FCF1	676.3185
FCGBP	8139.2236	FCGBP	26.3702
FCGR1A	293.4906	removed	removed
FCGR1B	234.2704	removed	removed
FCGR1C	81.66	removed	removed
FCGR2A	2296.8541	FCGR2A	134.4364
FCGR2B	405.9572	FCGR2B	102.3785
FCGR2C	168.34	FCGR2C	27.4043
FCGR3A	4800.2008	FCGR3A	82.7301
FCGR3B	29.7858	FCGR3B	39.2968
FCGRT	2095.0469	FCGRT	1812.8232
FCHO1	41.834	removed	removed
FCHO2	1166.332	FCHO2	634.9535
FCHSD1	194.5281	FCHSD1	22.5543
FCHSD2	869.0462	FCHSD2	445.5636
FCN1	6.3588	FCN1	34.1262
FCN2	9.3708	removed	removed
FCN3	17.4029	FCN3	7.2389
FCRL5	6.3588	removed	removed
FCRL6	12.3829	removed	removed
removed	removed	FCRLA	6.7218
FCRLB	10.0402	removed	removed
FDFT1	4030.4552	FDFT1	4394.0021
FDPS	1297.0415	FDPS	1190.7601
FDX1L	144.9665	FDX1L	185.8273
FDX1	334.0027	FDX1	957.0838
FDXACB1	155.0301	FDXACB1	55.3257
FDXR	121.1513	FDXR	124.6122
FECH	653.9491	FECH	2422.4405
FEM1A	1069.2771	FEM1A	30353.6711
FEM1B	2188.755	FEM1B	2524.302
FEM1C	1386.8809	FEM1C	2719.7518
FEN1	356.4257	FEN1	419.3382
FER1L4	6.3588	removed	removed
FERMT1	10.3748	FERMT1	18.0972
FERMT2	1697.4565	FERMT2	2056.8769
FERMT3	522.423	FERMT3	130.2999
FER	82.3293	FER	96.6908
FES	188.4203	FES	128.2316
FEZ1	116.4659	FEZ1	161.8407
FEZ2	675.0335	FEZ2	11082.213
FFAR2	74.6319	removed	removed
FGD1	339.3574	FGD1	111.6856
FGD2	145.2477	FGD2	17.5801
FGD3	151.2718	FGD3	20.1655
FGD4	309.2369	FGD4	791.1065
FGD5	650.2677	FGD5	701.6546
FGD6	797.1888	FGD6	306.1013
FGF10	27.1084	FGF10	8.7901
FGF11	42.838	FGF11	272.0165
FGF12	46.1847	FGF12	32.0579
FGF13	308.2329	FGF13	709.4105
FGF14	2153.2798	FGF14	100.3102
removed	removed	FGF16	8.273
FGF18	30.4552	FGF18	28.4385
FGF1	164.6586	FGF1	137.5388
FGF20	5.0201	removed	removed
FGF2	124.6787	FGF2	200.698
removed	removed	FGF6	101.8614
FGF7	349.3976	FGF7	153.5677
FGF9	7.6975	FGF9	16.546
removed	removed	FGFBP2	28.9555
FGFBP3	18.407	FGFBP3	29.4726
FGFR1OP2	508.7015	FGFR1OP2	676.8356
FGFR1OP	172.3963	FGFR1OP	109.1468
FGFR1	7632.5301	FGFR1	1531.0238
FGFR3	14.0562	FGFR3	8.273
removed	removed	FGFR4	174.7673
FGFRL1	195.1138	FGFRL1	566.7011
FGGY	90.3614	FGGY	700.1034
FGL2	1393.909	FGL2	1271.9752
FGR	132.8648	FGR	53.2575
FHDC1	903.6145	FHDC1	33.092
FHIT	15.3949	FHIT	24.819
FHL1	556.2249	FHL1	549541.365
FHL2	2437.751	FHL2	959.6691
FHL3	531.7938	FHL3	25998.4488
FHL5	36.4793	FHL5	189.7622
FHOD1	661.3119	FHOD1	5131.334
FHOD3	263.3869	FHOD3	2847.4664
FH	1635.8768	FH	5788.5212
FIBCD1	7.6975	removed	removed
FIBIN	824.9665	FIBIN	130.817
FIBP	741.2985	FIBP	958.1179
FICD	299.1968	FICD	34.1262
FIG4	1153.9491	FIG4	479.3175
removed	removed	FIGF	208.8935
FIGNL1	112.7845	FIGNL1	288.0041
FIGNL2	16.3989	removed	removed
FIGN	18.7416	FIGN	66.7011
FILIP1L	1569.9465	FILIP1L	6616.3392
FILIP1	183.7349	FILIP1	5389.3485
FIP1L1	509.6419	FIP1L1	676.6546
FIS1	1586.1914	FIS1	3125.6463
FITM1	8.3668	FITM1	4740.9514
FITM2	124.498	FITM2	162.8749
FIZ1	331.66	FIZ1	285.4188
FJX1	162.9853	FJX1	69.8035
FKBP10	3049.1968	FKBP10	535.6774
FKBP11	467.5368	FKBP11	30.5067
FKBP14	387.5502	FKBP14	155.636
FKBP15	1761.3788	FKBP15	902.8232
FKBP1AP1	13.3869	FKBP1AP1	9.8242
FKBP1A	4369.6653	FKBP1A	3098.2627
FKBP1B	26.1044	FKBP1B	21.1996
FKBP2	746.3186	FKBP2	210.9617
FKBP3	854.083	FKBP3	7418.304
FKBP4	4648.929	FKBP4	3053.2575
FKBP5	434.739	FKBP5	5883.1437
FKBP7	326.6399	FKBP7	213.5471
FKBP8	2793.5074	FKBP8	3039.2968
FKBP9L	73.6278	FKBP9L	32.0579
FKBP9	4459.17	FKBP9	2329.3692
FKBPL	100.0669	FKBPL	67.2182
FKRP	191.4324	FKRP	389.8656
FKTN	733.6011	FKTN	459.152
FLAD1	839.0228	FLAD1	688.728
FLCN	1089.3574	FLCN	868.666
FLI1	565.261	FLI1	392.4509
FLII	3152.6104	FLII	11912.6163
FLJ10038	216.6165	FLJ10038	367.4147
FLJ10213	14.3909	FLJ10213	9.8242
FLJ10357	2257.0281	FLJ10357	979.8345
FLJ10661	13.7216	removed	removed
FLJ11235	9.3708	FLJ11235	5.6877
FLJ12825	21.419	removed	removed
FLJ13197	10.0569	FLJ13197	21.2875
FLJ22536	21.7537	FLJ22536	9.3071
FLJ23867	4336.6801	FLJ23867	80.1448
FLJ33630	630.1874	FLJ33630	415.2017
FLJ35024	10.7095	FLJ35024	54.2916
FLJ35220	234.2704	FLJ35220	86.8666
FLJ35390	90.3447	FLJ35390	147.4405
FLJ35776	176.3722	FLJ35776	14.9948
FLJ36031	272.423	FLJ36031	112.2027
FLJ36777	10.3748	FLJ36777	12.4095
FLJ37201	10.0402	FLJ37201	5.6877
FLJ37307	11.7135	FLJ37307	18.6143
FLJ37453	49.5315	FLJ37453	411.5822
FLJ39582	46.6399	FLJ39582	21.9648
FLJ39653	60.241	FLJ39653	22.2337
FLJ39739	8.3668	removed	removed
removed	removed	FLJ40292	6.2048
FLJ40330	8.0321	removed	removed
FLJ40852	76.6399	FLJ40852	21.1996
removed	removed	FLJ41941	619.9586
FLJ42289	11.3788	FLJ42289	12.9266
FLJ42627	42.9351	FLJ42627	47.0527
FLJ42709	80.656	FLJ42709	10.3413
removed	removed	FLJ42875	5.6877
FLJ43663	162.6506	FLJ43663	211.4788
FLJ44606	75.3012	FLJ44606	65.1499
FLJ44635	16.7336	FLJ44635	51.1892
FLJ45244	48.1928	FLJ45244	129.7828
FLJ45340	854.083	FLJ45340	441.5719
FLJ45445	17.0683	removed	removed
FLJ45983	24.0964	removed	removed
FLJ90757	523.427	FLJ90757	73.423
FLNA	13158.6345	FLNA	5824.7156
FLNB	8152.075	FLNB	1829.8759
FLNC	443.1058	FLNC	139067.2182
FLOT1	3016.0643	FLOT1	4229.576
FLOT2	2496.6533	FLOT2	2156.6701
FLRT2	498.996	FLRT2	1147.88
FLRT3	102.7443	FLRT3	108.0662
FLT1	2455.4886	FLT1	1673.2161
FLT3LG	59.2369	FLT3LG	51.1892
FLT4	503.6814	FLT4	309.7208
FLVCR1	213.5207	FLVCR1	20.1655
FLVCR2	249.6653	FLVCR2	131.334
FLYWCH1	707.162	FLYWCH1	629.2658
FLYWCH2	641.5663	FLYWCH2	377.456
FMN1	30.1205	FMN1	8.7901
FMN2	5.6894	FMN2	5.1706
FMNL1	816.9143	FMNL1	214.0641
FMNL2	700.8032	FMNL2	748.7073
FMNL3	1990.676	FMNL3	588.1799
FMO1	188.0857	FMO1	21.1996
FMO2	237.9518	FMO2	804.5502
FMO3	239.9598	FMO3	72.3888
FMO4	106.7604	FMO4	46.0186
FMO5	178.3802	FMO5	31.0238
FMOD	2261.7135	FMOD	846.4323
FMR1	1135.8768	FMR1	446.2254
FN1	135509.7055	FN1	17334.5398
FN3KRP	373.8286	FN3KRP	198.0352
FN3K	276.1044	FN3K	323.6815
FNBP1L	1600.7363	FNBP1L	951.3961
FNBP1	1398.5944	FNBP1	1299.3795
FNBP4	863.7885	FNBP4	870.2172
FNDC1	3528.1124	FNDC1	3052.2234
FNDC3A	2273.0924	FNDC3A	1208.8935
FNDC3B	2446.4525	FNDC3B	1774.0434
FNDC4	88.0187	FNDC4	62.0476
FNDC5	42.1687	FNDC5	11340.2275
FNIP1	2350.7363	FNIP1	1397.1044
FNIP2	1161.9813	FNIP2	917.787
FNTA	1362.1151	FNTA	1652.0165
FNTB	631.6566	FNTB	840.8738
FOLH1	49.8661	removed	removed
FOLR1	12.7175	removed	removed
FOLR2	370.8166	FOLR2	251.2927
FOSB	497.6573	FOSB	12892.4509
FOSL1	30.7898	FOSL1	59.9793
FOSL2	1483.9357	FOSL2	1857.2906
FOS	3155.9572	FOS	93152.0165
FOXA1	5857.7644	removed	removed
FOXC1	123.1593	FOXC1	229.576
FOXC2	14.7256	FOXC2	7.2389
FOXD1	105.4217	removed	removed
FOXD2	15.7296	removed	removed
removed	removed	FOXD3	7.2389
FOXD4L1	10.3748	removed	removed
FOXD4	29.7858	removed	removed
FOXF1	39.1566	FOXF1	8.273
FOXF2	77.6439	FOXF2	14.4778
FOXI1	36.1446	removed	removed
FOXI2	8.7015	removed	removed
FOXI3	21.0843	removed	removed
FOXJ1	6.6934	removed	removed
FOXJ2	1069.9465	FOXJ2	1787.4871
FOXJ3	1114.4578	FOXJ3	2758.0145
FOXK1	929.3842	FOXK1	1164.4261
FOXK2	796.5194	FOXK2	1914.1675
FOXL1	21.419	FOXL1	20.6825
FOXM1	73.7952	FOXM1	36.515
FOXN1	18.0723	removed	removed
FOXN2	433.4003	FOXN2	881.0755
FOXN3	1685.0736	FOXN3	7125.6463
FOXO1	581.9946	FOXO1	1922.4405
FOXO3B	1042.1687	FOXO3B	1402.7921
FOXO3	2334.3373	FOXO3	3087.3837
FOXO4	1517.7376	FOXO4	1983.454
FOXP1	2227.2423	FOXP1	675.8014
FOXP2	37.4833	FOXP2	123.5781
FOXP3	75.3112	removed	removed
FOXP4	695.4485	FOXP4	396.5874
FOXQ1	12.0482	removed	removed
FOXRED1	430.0535	FOXRED1	787.4871
FOXRED2	470.5489	FOXRED2	537.2285
FOXS1	74.6319	FOXS1	25.8532
FPGS	821.2851	FPGS	735.2637
FPGT	385.9739	FPGT	173.0817
FPR1	304.8862	FPR1	50.1551
removed	removed	FPR2	6.2048
FPR3	509.7055	FPR3	93.5884
FRAS1	405.9572	FRAS1	562.5646
FRAT1	144.913	FRAT1	137.0217
FRAT2	445.4485	FRAT2	219.2347
FREM1	87.0147	FREM1	208.8935
FREM2	395.2477	FREM2	1768.3557
FRG1B	477.9116	FRG1B	150.4654
FRG1	333.3333	FRG1	403.3092
FRK	99.3976	FRK	96.1737
removed	removed	FRMD1	10.8583
FRMD3	48.8621	FRMD3	817.9938
FRMD4A	755.7028	FRMD4A	339.4467
FRMD4B	1107.4297	FRMD4B	229.0589
FRMD5	7.0281	removed	removed
FRMD6	2065.261	FRMD6	782.3164
removed	removed	FRMD7	8.7901
FRMD8	893.2396	FRMD8	221.8201
FRMPD1	6.0241	FRMPD1	165.4602
removed	removed	FRMPD4	11.3754
FRRS1	99.7323	FRRS1	48.6039
FRS2	980.2544	FRS2	665.9772
FRS3	129.5181	FRS3	172.6991
FRYL	722.2222	FRYL	1069.2865
FRY	2022.423	FRY	2030.5067
FRZB	1174.6988	FRZB	786.4529
FSCN1	1477.9116	FSCN1	860.91
FSCN2	8.7015	removed	removed
FSD1L	160.6426	FSD1L	717.1665
removed	removed	FSD2	2985.0052
FSIP1	19.0763	FSIP1	17.0631
FSTL1	12361.7805	FSTL1	11566.1841
FSTL3	294.1767	FSTL3	107.0321
FSTL4	131.5261	removed	removed
FST	292.838	FST	149.4312
FTH1	30022.4197	FTH1	17781.2823
FTHL3	146.5863	FTHL3	101.8614
FTL	30951.8072	FTL	12074.4571
FTO	1265.7296	FTO	1836.6081
FTSJ1	953.4806	FTSJ1	449.8449
FTSJ2	683.4003	FTSJ2	622.0269
FTSJ3	1417.2959	FTSJ3	995.8687
FTSJD1	864.4578	FTSJD1	411.0651
FTSJD2	1153.2798	FTSJD2	1088.9349
FUBP1	1324.6319	FUBP1	1192.8645
FUBP3	1319.6118	FUBP3	513.4436
FUCA1	1356.091	FUCA1	658.7384
FUCA2	1831.3253	FUCA2	350.5688
FUK	247.992	FUK	226.4736
FUNDC1	376.506	FUNDC1	270.424
removed	removed	FUNDC2P2	19.6484
FUNDC2	1469.5281	FUNDC2	6362.4612
FURIN	3328.6479	FURIN	1158.7384
FUS	3924.3641	FUS	2182.5233
FUT10	94.7122	FUT10	76.0083
FUT11	295.8501	FUT11	181.4891
FUT1	277.1084	FUT1	115.3051
FUT2	76.6399	removed	removed
FUT4	140.0904	FUT4	90.698
FUT7	6.6934	removed	removed
FUT8	1525.7329	FUT8	184.9535
FUT9	10.3748	removed	removed
FUZ	342.5067	FUZ	343.4902
FXC1	740.2945	FXC1	344.8811
FXN	201.4726	FXN	1095.1396
FXR1	1803.2129	FXR1	22396.0703
FXR2	765.7296	FXR2	3078.0765
FXYD1	31.4592	FXYD1	4385.212
FXYD3	2038.822	removed	removed
FXYD5	1628.5141	FXYD5	310.2378
FXYD6	548.1928	FXYD6	801.4478
FYB	825.3012	FYB	57.9111
FYCO1	1358.0991	FYCO1	23615.3051
FYN	597.0549	FYN	607.0321
FYTTD1	2216.5328	FYTTD1	6130.817
FZD10	168.34	FZD10	24.302
FZD1	1627.51	FZD1	225.9566
FZD2	89.0228	FZD2	23.7849
FZD3	262.0482	FZD3	70.8376
FZD4	793.7048	FZD4	3417.7456
FZD5	56.2249	FZD5	238.3661
FZD6	1606.7604	FZD6	341.7787
FZD7	986.9478	FZD7	1532.0579
FZD8	96.0509	FZD8	192.8645
removed	removed	FZD9	151.4995
FZR1	727.9116	FZR1	578.5936
G0S2	20.0803	G0S2	5051.7063
G2E3	325.9705	G2E3	254.9121
G3BP1	2163.6546	G3BP1	4140.1241
G3BP2	2985.9438	G3BP2	7416.2358
G6PC3	1118.8086	G6PC3	676.8356
G6PD	1865.7965	G6PD	143.2265
GAA	3494.3106	GAA	1345.3981
GAB1	648.929	GAB1	1282.8335
GAB2	1671.6867	GAB2	424.5088
GAB3	119.8126	GAB3	80.1448
GABARAPL1	2758.0321	GABARAPL1	3301.9648
GABARAPL2	1867.1352	GABARAPL2	3135.4705
GABARAP	5860.4418	GABARAP	8440.5377
GABBR1	260.0402	GABBR1	67.2182
GABPA	721.9645	GABPA	986.8563
GABPB1	400.3681	GABPB1	267.1406
GABPB2	273.427	GABPB2	66.1841
GABRB2	53.8822	GABRB2	22.2337
GABRB3	8.0321	GABRB3	17.5801
GABRD	209.8394	removed	removed
GABRE	18.0723	GABRE	13.4436
GABRP	64.5917	removed	removed
GABRQ	7.6975	removed	removed
GABRR2	5.0201	removed	removed
GADD45A	635.2075	GADD45A	982.9369
GADD45B	2740.6292	GADD45B	3379.5243
GADD45GIP1	395.5823	GADD45GIP1	908.4798
GADD45G	3224.5649	GADD45G	456.5667
removed	removed	GADL1	2263.7022
GAK	1524.4311	GAK	334.5398
GAL3ST1	5.0201	GAL3ST1	16.546
removed	removed	GAL3ST3	7.2389
GAL3ST4	708.5007	GAL3ST4	86.3495
GALC	1190.4284	GALC	475.181
GALE	759.7055	GALE	145.2947
GALK1	128.1794	GALK1	100.8273
GALK2	471.7771	GALK2	376.484
GALM	247.6573	GALM	501.5512
GALNS	345.0469	GALNS	142.7094
GALNT10	2240.2945	GALNT10	435.3671
GALNT11	1441.4324	GALNT11	979.3175
GALNT12	83.3333	GALNT12	56.8769
GALNT13	17.7376	removed	removed
GALNT14	348.7282	removed	removed
GALNT1	3486.6131	GALNT1	2210.9617
GALNT2	2768.7416	GALNT2	2423.4747
GALNT3	366.4659	removed	removed
GALNT4	714.1566	GALNT4	125.8066
GALNT5	334.0027	GALNT5	12.9266
GALNT6	4636.5462	GALNT6	21.1996
GALNT7	2397.2557	GALNT7	128.2316
GALNTL1	720.2142	GALNTL1	412.0993
GALNTL2	278.7818	GALNTL2	169.0796
GALNTL4	296.8541	GALNTL4	178.3868
GALNTL6	51.5395	removed	removed
GALT	219.2102	GALT	546.5357
GAL	6.0241	removed	removed
GAMT	276.4391	GAMT	9541.8821
GANAB	11118.8086	GANAB	2964.3226
GANC	256.168	GANC	854.0124
GAN	61.245	GAN	62.5646
GAP43	13.0522	GAP43	6.2048
GAPDH	28701.4726	GAPDH	374117.3733
GAPT	221.8876	removed	removed
GAPVD1	2141.9009	GAPVD1	1583.7642
GAR1	175.3681	GAR1	116.8563
GARNL3	160.9772	GARNL3	101.8614
GARS	2680.0535	GARS	1638.5729
GART	1171.3521	GART	1051.1892
GAS1	806.5596	GAS1	494.8294
GAS2L1	1034.4712	GAS2L1	189.7622
removed	removed	GAS2L2	14.4778
GAS2L3	45.1807	GAS2L3	34.6432
removed	removed	GAS2	59.9793
GAS5	749.3307	GAS5	279.7311
GAS6	2708.166	GAS6	3040.848
GAS7	2028.1124	GAS7	1526.3702
GAS8	408.4036	GAS8	419.4984
GATA2	828.9826	GATA2	78.5936
GATA3	13269.7456	GATA3	58.9452
GATA4	27.4431	removed	removed
GATA5	62.5837	removed	removed
GATA6	128.1794	GATA6	34.6432
GATAD1	1112.1151	GATAD1	294.726
GATAD2A	2118.1392	GATAD2A	630.2999
GATAD2B	1278.4471	GATAD2B	1552.7404
GATC	29.7858	GATC	40.848
GATM	194.4444	GATM	2209.4105
GATSL1	27.1084	GATSL1	143.2265
GATSL2	23.7617	GATSL2	278.1799
GATSL3	97.7845	GATSL3	47.5698
GATS	240.2276	GATS	2035.1034
GBA2	1467.3394	GBA2	1261.7011
GBAP1	643.2396	GBAP1	79.6277
GBAS	1950.8032	GBAS	16779.2141
GBA	2328.9826	GBA	350.0517
GBE1	429.7189	GBE1	4093.5884
GBF1	2737.6171	GBF1	4175.8014
GBGT1	124.8327	GBGT1	38.7901
GBP1	1547.8581	GBP1	389.8656
GBP2	2551.4357	GBP2	1540.3206
GBP3	1983.9357	GBP3	192.8645
GBP4	880.8568	GBP4	800.4137
GBP5	322.9585	GBP5	19.6484
GBP6	8.7015	removed	removed
GBP7	10.4786	removed	removed
removed	removed	GBX1	7.7559
GCAT	105.4217	GCAT	362.4612
GCA	531.1245	GCA	133.4023
GCC1	1112.7845	GCC1	406.4116
GCC2	1193.1058	GCC2	897.1044
GCDH	477.577	GCDH	626.1634
GCET2	7.0281	removed	removed
GCFC1	515.7296	GCFC1	354.1882
